"id","class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"6008","p","c","y","b","f","l","a","w","b","n","t","b","s","f","b","b","p","w","o","e","n","v","p"
"6009","p","x","s","e","f","s","f","c","n","o","t","b","s","s","p","w","u","w","b","z","w","v","l"
"6010","p","f","y","n","f","s","f","c","b","u","t","u","s","k","y","p","p","o","t","e","w","n","w"
"6011","p","k","y","e","f","f","f","w","n","b","t","z","k","k","w","w","p","w","o","e","w","v","g"
"6012","p","s","s","e","t","m","d","d","n","b","t","r","y","s","p","p","p","o","o","e","w","v","g"
"6013","p","x","s","w","f","s","d","d","n","b","t","u","y","k","p","p","p","w","o","l","o","n","w"
"6014","p","f","f","c","f","p","f","c","b","b","e","c","f","s","w","w","p","w","o","e","w","v","d"
"6015","p","f","y","e","f","y","f","c","n","b","t","e","k","k","g","g","p","w","b","p","h","v","p"
"6016","p","b","f","e","f","f","a","c","b","o","e","e","f","k","p","e","p","w","o","c","u","v","p"
"6017","p","f","y","n","f","s","f","c","n","u","t","u","k","k","p","p","p","w","t","e","o","v","d"
"6018","p","f","s","n","f","f","f","c","n","b","t","z","k","s","p","w","p","y","o","z","w","v","p"
"6019","p","x","y","w","f","s","f","w","n","w","t","r","k","s","w","p","p","w","o","e","w","v","g"
"6020","p","b","y","n","f","y","f","c","n","b","t","b","k","k","n","p","p","w","o","e","k","v","u"
"6021","p","x","g","e","f","f","f","d","b","y","e","c","s","s","c","c","p","o","o","f","w","y","l"
"6022","p","k","s","e","f","f","f","c","n","b","t","z","s","s","p","o","u","w","o","z","r","v","d"
"6023","p","c","y","e","t","p","f","w","b","b","t","e","y","y","w","w","p","o","o","e","w","c","l"
"6024","p","k","y","u","f","y","f","c","n","b","t","u","s","s","p","p","u","w","o","p","o","n","w"
"6025","p","f","y","e","t","y","f","w","b","b","e","z","k","s","w","w","p","w","o","e","w","v","w"
"6026","p","s","s","e","f","s","n","c","n","b","t","r","s","k","y","y","u","y","t","z","w","v","p"
"6027","p","f","y","u","f","n","f","c","n","o","t","r","k","k","e","e","u","w","b","e","w","a","l"
"6028","p","f","g","e","t","y","f","c","n","b","t","c","k","y","b","b","p","w","o","l","w","v","g"
"6029","p","f","y","r","f","p","f","c","n","b","t","z","k","k","w","w","p","w","o","p","w","v","d"
"6030","p","k","y","w","f","y","f","c","n","w","t","b","k","k","w","w","u","w","o","p","w","v","l"
"6031","p","f","s","b","t","a","a","c","n","b","e","e","f","f","w","w","p","n","b","e","k","s","d"
"6032","p","f","g","u","t","s","d","d","n","b","e","c","y","k","w","p","p","w","t","f","w","n","m"
"6033","p","x","s","c","t","s","f","d","n","b","t","e","y","k","p","p","p","o","t","l","w","v","w"
"6034","p","x","g","e","t","m","f","d","n","b","e","u","y","y","w","w","p","o","o","e","o","v","u"
"6035","p","b","y","n","f","n","f","c","n","k","t","r","k","k","e","e","p","w","b","p","w","v","d"
"6036","p","k","y","c","t","p","f","c","b","b","t","z","s","k","w","p","p","w","o","e","w","v","w"
"6037","p","x","y","e","f","c","f","d","b","b","t","b","f","f","c","w","p","w","t","e","b","v","l"
"6038","p","x","s","n","f","c","n","d","n","b","t","c","k","s","p","c","p","y","o","s","w","v","l"
"6039","e","x","y","c","f","n","a","d","b","u","e","u","s","k","o","c","p","w","t","p","b","c","l"
"6040","p","f","g","p","t","y","d","d","b","b","e","e","k","k","p","y","p","w","o","e","w","v","l"
"6041","e","f","s","n","f","a","f","c","n","h","t","r","k","s","n","n","u","w","b","p","k","s","l"
"6042","p","x","y","c","f","y","f","d","n","b","t","b","s","s","c","c","u","w","t","e","b","v","l"
"6043","p","f","y","n","f","c","f","d","n","b","t","c","s","s","c","w","p","y","t","z","b","v","l"
"6044","p","f","y","y","f","n","f","c","n","e","t","e","s","s","w","p","p","w","o","s","u","v","d"
"6045","p","x","y","w","f","y","f","c","n","u","t","u","k","k","c","w","p","w","t","n","b","n","w"
"6046","p","f","y","e","f","a","n","c","n","e","t","r","s","s","w","w","u","y","b","e","k","s","m"
"6047","p","c","g","n","t","f","d","c","b","b","t","r","s","k","p","p","p","w","t","n","w","y","g"
"6048","p","f","s","p","f","c","n","d","n","r","t","b","s","k","w","p","u","y","t","e","b","v","w"
"6049","p","f","g","p","t","f","d","c","b","b","t","c","y","y","o","o","p","o","o","e","r","c","d"
"6050","p","b","f","w","f","y","a","c","b","b","t","b","f","f","g","g","p","n","b","e","w","v","p"
"6051","p","b","s","n","t","s","d","c","n","k","t","b","y","y","n","w","p","o","b","f","k","v","p"
"6052","p","s","s","b","f","s","f","c","n","b","t","c","k","k","w","w","u","w","o","n","w","v","d"
"6053","p","f","y","e","f","s","f","c","n","y","t","r","k","s","w","p","u","w","o","p","o","y","u"
"6054","p","b","f","e","f","y","f","c","n","b","e","b","f","f","n","n","p","n","b","c","w","v","m"
"6055","p","f","y","g","f","n","a","c","n","h","e","e","s","f","e","p","p","w","o","e","u","v","g"
"6056","p","x","g","e","t","y","d","c","n","y","e","r","y","s","c","c","p","o","t","f","b","y","w"
"6057","p","f","g","g","f","f","d","c","b","h","e","e","y","y","n","p","p","o","o","e","w","s","d"
"6058","p","c","y","n","f","y","f","w","n","p","t","r","k","s","w","w","p","n","o","e","n","c","p"
"6059","p","x","f","e","f","l","a","c","b","b","t","b","k","s","w","p","p","n","o","e","n","v","d"
"6060","p","k","g","w","t","a","d","c","n","b","t","c","s","s","n","p","p","w","b","l","k","v","l"
"6061","p","s","s","e","f","c","n","d","n","r","t","e","s","s","c","c","p","y","o","z","b","v","m"
"6062","p","f","f","n","t","f","a","c","b","r","t","r","f","f","p","p","p","w","t","c","w","v","d"
"6063","p","x","s","w","f","c","f","d","n","b","t","b","s","s","p","p","u","w","t","e","w","n","u"
"6064","p","x","y","u","f","f","f","w","n","b","t","c","k","k","o","p","u","w","o","e","w","v","m"
"6065","p","f","y","e","f","a","n","c","n","k","t","e","s","s","w","p","u","y","b","z","k","a","p"
"6066","p","f","f","n","t","y","a","c","b","k","e","b","f","f","g","w","p","w","o","c","h","a","g"
"6067","p","f","f","e","t","f","a","c","n","b","e","r","s","f","w","p","p","n","o","e","h","v","p"
"6068","p","x","g","n","t","y","d","c","b","h","t","b","y","y","g","w","p","w","o","e","w","s","m"
"6069","e","x","f","w","f","l","f","w","n","g","e","z","s","s","w","b","p","y","t","z","n","v","g"
"6070","p","f","y","b","f","y","f","c","n","e","t","c","k","k","e","e","u","w","o","e","w","v","p"
"6071","p","s","f","n","t","f","a","d","n","y","e","e","s","s","p","p","p","y","o","e","w","c","d"
"6072","p","b","s","e","t","a","a","c","b","o","e","b","s","s","n","n","p","n","o","e","k","v","d"
"6073","p","f","s","n","f","s","n","c","n","b","t","r","s","s","e","w","u","y","b","e","u","s","l"
"6074","p","f","s","n","t","s","a","w","n","p","t","b","s","k","p","p","p","w","o","e","w","v","l"
"6075","p","x","y","e","f","l","d","w","b","b","t","c","y","k","w","p","p","o","o","l","w","c","d"
"6076","p","x","s","e","t","f","f","c","n","b","e","c","f","s","p","b","p","n","o","e","n","v","m"
"6077","p","f","f","n","f","c","a","d","b","u","t","u","f","f","w","p","p","n","t","e","w","n","w"
"6078","p","k","s","n","t","f","f","w","n","b","t","z","y","y","b","b","p","o","o","l","n","v","p"
"6079","p","f","y","p","f","s","a","c","b","e","e","e","f","f","n","n","p","n","o","e","k","v","p"
"6080","p","s","s","e","f","s","f","d","n","b","t","r","s","s","p","c","u","y","t","s","w","v","w"
"6081","p","s","s","p","f","c","n","c","n","r","t","c","k","s","c","c","p","y","t","e","w","v","m"
"6082","p","x","s","e","f","m","f","d","n","u","t","u","k","k","p","p","p","w","t","n","o","v","m"
"6083","p","s","f","n","t","m","a","c","n","b","t","r","k","f","p","p","p","n","o","e","w","y","l"
"6084","p","x","y","r","f","s","n","d","n","u","t","u","s","s","c","w","p","y","o","s","w","v","p"
"6085","p","k","y","c","t","y","f","w","b","b","t","e","k","y","o","o","p","w","o","e","w","v","m"
"6086","p","b","y","n","f","s","f","c","n","o","t","b","k","k","p","g","u","w","o","p","h","y","g"
"6087","p","f","s","p","f","c","f","c","n","r","t","r","k","k","c","c","u","w","o","n","b","y","d"
"6088","p","x","f","e","f","m","a","d","n","b","e","u","s","f","p","w","p","n","t","e","o","n","l"
"6089","p","k","s","c","f","p","n","c","n","g","t","b","s","s","w","p","u","w","o","z","w","v","l"
"6090","p","f","s","n","f","s","f","c","n","y","t","r","s","k","p","w","p","w","t","n","w","y","d"
"6091","p","b","y","u","f","f","f","c","n","b","t","c","k","k","p","p","u","w","b","p","u","v","l"
"6092","p","x","y","u","f","y","f","c","n","b","t","u","s","k","p","p","p","w","t","s","o","n","p"
"6093","p","f","s","b","f","f","f","c","n","b","t","e","k","k","g","p","u","w","b","p","h","s","d"
"6094","p","k","f","n","t","f","a","w","n","w","e","z","f","f","b","p","p","n","o","c","w","v","l"
"6095","p","k","s","e","f","p","f","c","n","b","t","z","s","k","p","w","p","w","o","e","w","v","l"
"6096","p","f","s","e","t","f","f","d","n","b","e","r","s","s","w","p","p","n","o","e","o","v","p"
"6097","p","x","y","b","f","p","f","w","n","b","t","c","s","k","w","w","p","w","o","e","w","c","p"
"6098","p","b","f","n","f","n","a","c","b","o","e","b","s","f","e","p","p","w","b","e","u","v","p"
"6099","p","x","y","e","f","a","f","c","n","e","t","b","s","s","n","n","p","y","o","s","k","v","d"
"6100","p","f","g","e","t","y","f","c","b","b","t","e","k","s","w","w","p","w","b","l","w","s","w"
"6101","p","x","s","e","f","p","f","c","n","b","t","c","s","k","w","w","p","y","o","e","w","v","w"
"6102","p","b","y","n","f","s","f","c","n","o","t","c","k","s","w","w","u","w","b","e","u","a","p"
"6103","p","f","y","p","f","p","f","c","n","b","t","e","k","s","p","p","u","w","o","n","w","c","d"
"6104","p","x","f","e","f","s","a","c","b","b","e","u","k","f","c","c","p","n","t","c","b","v","l"
"6105","p","s","g","g","f","m","d","d","n","y","e","r","s","k","w","p","p","o","t","l","o","v","p"
"6106","p","s","f","n","t","y","a","c","n","r","e","b","f","f","p","p","p","n","o","e","o","v","u"
"6107","p","x","y","g","f","s","f","c","b","n","e","c","y","y","p","o","p","w","o","e","r","c","l"
"6108","p","b","y","r","f","y","f","c","n","k","t","b","k","k","g","p","u","w","o","p","h","v","u"
"6109","p","k","s","n","t","f","f","w","n","b","t","e","f","s","o","o","p","w","o","e","w","v","l"
"6110","p","f","s","y","f","n","f","c","n","b","t","e","s","s","e","p","u","y","o","e","u","s","l"
"6111","p","f","g","e","f","y","f","c","n","b","t","c","k","k","w","p","p","w","o","e","n","v","p"
"6112","p","x","f","e","t","a","f","c","b","e","e","e","k","f","n","w","p","n","b","e","w","s","l"
"6113","p","x","s","e","f","y","a","c","b","e","e","e","f","f","w","g","p","n","o","e","w","v","p"
"6114","p","f","y","e","f","n","f","c","n","b","t","r","s","s","e","e","u","w","b","p","u","s","l"
"6115","p","s","f","e","t","f","a","c","b","b","t","r","f","s","p","p","p","n","t","e","b","y","d"
"6116","p","x","y","e","f","s","f","c","n","h","t","b","k","k","w","w","u","w","b","e","k","s","l"
"6117","p","b","s","e","f","y","f","c","n","k","t","c","s","s","g","w","u","w","b","s","w","v","g"
"6118","p","x","y","g","f","y","f","c","n","b","t","e","k","s","w","p","u","w","o","e","w","v","u"
"6119","p","x","s","g","f","f","f","c","n","b","t","e","s","s","o","o","p","w","o","z","r","v","p"
"6120","p","s","y","e","f","s","f","c","n","y","t","r","k","k","y","w","p","w","o","p","y","v","d"
"6121","e","x","y","c","t","n","f","d","n","w","e","u","k","s","p","p","u","w","t","p","o","n","l"
"6122","p","b","g","r","f","n","d","c","n","k","t","b","y","y","n","n","p","w","b","e","w","a","m"
"6123","p","f","f","n","f","y","a","c","b","k","e","b","s","s","g","p","p","w","b","e","w","a","p"
"6124","p","x","s","e","f","y","n","c","n","h","t","r","s","k","e","w","p","y","b","z","u","v","u"
"6125","p","f","f","n","f","m","a","c","n","r","e","r","f","f","p","p","p","n","t","e","w","y","p"
"6126","p","x","y","r","f","c","d","d","n","u","e","b","y","y","p","c","p","o","o","f","b","n","l"
"6127","p","f","s","e","t","s","d","c","n","h","t","e","s","y","w","w","p","w","o","f","w","s","w"
"6128","p","x","y","e","f","y","f","c","n","b","t","b","k","k","g","g","u","w","o","e","w","a","l"
"6129","p","k","s","w","f","p","f","c","n","g","t","z","k","s","w","w","p","w","o","e","w","v","l"
"6130","p","x","s","n","t","y","a","d","n","b","t","u","k","f","w","p","p","w","t","e","w","v","l"
"6131","p","x","s","e","f","y","f","c","n","k","t","b","k","s","g","g","p","y","b","s","h","v","l"
"6132","p","s","g","e","t","f","d","d","n","b","e","c","k","s","w","y","p","o","t","e","y","y","g"
"6133","p","s","s","p","f","y","n","c","n","r","t","r","s","k","p","p","p","y","t","e","o","v","l"
"6134","p","x","y","e","f","y","d","d","n","b","t","u","y","s","w","c","p","o","o","e","b","n","p"
"6135","p","b","y","e","t","n","a","c","n","b","e","b","k","s","p","e","p","w","o","e","w","a","w"
"6136","p","k","s","e","f","f","f","w","n","w","t","z","s","k","b","b","u","w","o","n","n","v","p"
"6137","p","f","g","n","f","s","f","c","n","b","e","e","s","y","e","w","p","w","b","e","w","a","d"
"6138","p","c","y","g","f","p","f","c","n","b","t","r","s","k","w","w","p","w","o","e","w","c","m"
"6139","p","x","s","e","f","y","n","d","n","u","t","u","k","s","w","p","u","y","o","z","b","n","p"
"6140","p","f","s","e","t","c","d","c","n","b","t","r","s","s","w","c","p","w","o","e","b","v","g"
"6141","p","k","s","r","f","s","f","w","n","g","t","z","k","k","w","o","u","w","o","n","r","v","p"
"6142","p","x","y","e","f","m","f","d","n","b","t","b","s","s","p","p","u","w","t","e","o","v","l"
"6143","e","x","g","w","f","n","d","w","b","b","e","u","y","y","y","y","p","w","t","f","y","n","w"
"6144","p","x","y","e","f","p","a","w","n","p","e","c","f","f","w","p","p","w","o","c","w","v","w"
"6145","p","s","y","y","t","f","a","c","n","r","t","r","f","f","p","p","p","n","t","e","y","y","p"
"6146","p","f","y","e","t","l","f","w","b","b","e","e","f","s","o","o","p","n","o","e","w","v","l"
"6147","p","x","y","c","f","y","f","c","n","b","t","u","k","k","p","p","u","w","t","p","w","n","g"
"6148","e","s","y","p","f","n","f","d","n","g","t","r","k","k","c","c","p","w","t","p","b","y","w"
"6149","p","f","s","n","f","n","f","c","n","b","t","e","k","s","e","e","u","y","o","e","u","v","p"
"6150","p","f","y","p","f","s","f","c","n","b","t","r","k","k","p","p","u","w","t","e","y","v","u"
"6151","p","x","y","e","f","a","f","c","n","e","t","r","k","k","n","n","p","w","b","p","w","s","d"
"6152","p","f","g","c","f","f","d","c","b","k","t","b","y","k","w","w","p","o","o","e","k","a","m"
"6153","p","x","f","n","t","s","f","c","n","b","t","r","f","k","y","y","p","n","o","e","y","y","l"
"6154","p","c","s","n","f","p","a","w","b","p","t","c","f","k","w","p","p","n","o","c","w","c","p"
"6155","p","x","s","e","t","p","a","c","b","b","e","c","f","k","w","p","p","n","o","e","w","c","p"
"6156","p","k","y","n","f","c","f","c","n","r","t","r","k","s","w","p","u","w","t","e","b","v","d"
"6157","p","k","f","e","t","f","f","w","b","b","t","z","s","s","w","w","p","n","o","e","w","v","g"
"6158","p","k","g","e","t","f","f","c","b","b","e","b","y","s","w","p","p","o","o","l","n","v","d"
"6159","p","x","f","c","f","f","a","w","b","b","e","z","f","k","b","e","p","w","b","n","u","a","d"
"6160","p","x","f","c","f","s","a","c","n","b","e","b","f","f","e","e","p","n","o","e","w","v","d"
"6161","p","x","s","w","f","f","f","d","n","b","t","c","s","s","c","c","p","w","t","n","b","n","w"
"6162","p","k","f","e","f","s","a","w","b","w","e","z","f","k","w","p","p","w","o","e","w","v","p"
"6163","p","x","s","p","f","s","f","d","n","y","e","e","y","y","p","p","p","o","t","f","w","v","p"
"6164","p","f","y","e","f","y","f","c","n","b","t","r","s","k","g","w","p","w","b","p","h","a","d"
"6165","p","x","f","n","t","m","a","c","b","r","e","r","s","s","p","w","p","w","t","e","w","y","m"
"6166","p","f","s","c","t","y","f","w","b","b","e","z","y","y","p","w","p","w","o","f","n","v","m"
"6167","p","x","s","e","f","f","f","c","n","b","e","b","y","k","g","g","p","o","b","l","w","a","w"
"6168","p","f","g","e","f","l","d","w","n","w","t","b","y","y","p","b","p","w","o","e","w","v","p"
"6169","p","c","g","n","f","y","d","w","b","p","e","c","y","y","w","p","p","w","o","e","w","v","w"
"6170","p","b","g","e","f","y","d","c","b","o","t","e","y","y","g","g","p","w","o","f","h","v","d"
"6171","p","b","s","u","f","y","f","c","n","b","t","r","s","s","g","p","p","w","o","l","w","c","l"
"6172","p","k","g","n","t","f","f","d","b","b","t","u","k","y","p","p","p","w","t","e","w","v","p"
"6173","p","b","f","e","t","f","a","c","b","b","t","b","f","f","p","g","p","n","b","e","w","v","l"
"6174","p","b","s","w","f","f","n","c","n","b","t","b","k","s","p","p","p","w","b","z","u","v","l"
"6175","p","f","y","e","f","c","f","c","n","b","t","u","s","k","w","c","p","w","o","p","w","v","p"
"6176","p","s","s","b","t","s","a","c","n","b","t","c","f","k","y","p","p","w","t","e","w","v","w"
"6177","p","x","y","w","f","f","f","d","n","b","t","e","k","s","w","c","p","w","o","e","b","n","w"
"6178","p","s","s","p","f","f","f","c","n","r","t","r","s","s","w","y","u","w","t","s","y","v","p"
"6179","p","b","g","e","t","s","f","c","n","k","t","b","k","s","e","w","p","w","b","l","w","v","d"
"6180","p","f","s","e","f","f","n","w","n","p","t","c","s","s","o","o","p","y","o","z","r","c","u"
"6181","p","c","y","e","f","p","f","c","n","n","t","c","k","k","w","p","p","w","o","p","w","v","m"
"6182","p","f","g","n","t","p","f","w","b","b","t","b","y","k","p","w","p","o","o","f","w","v","d"
"6183","p","b","s","n","f","a","f","c","n","o","t","b","k","k","p","n","p","w","o","p","w","a","d"
"6184","p","b","y","u","f","y","f","c","n","k","t","b","k","s","w","e","u","w","o","z","w","a","p"
"6185","p","s","f","e","t","s","f","d","n","b","e","r","k","f","c","c","p","n","t","c","b","v","m"
"6186","p","s","s","g","f","y","d","c","b","b","t","c","k","k","w","p","p","o","o","e","o","v","l"
"6187","p","c","y","e","f","f","f","w","n","n","e","c","f","f","w","o","p","n","o","c","r","c","d"
"6188","p","x","y","e","t","m","d","d","n","b","t","e","y","y","p","p","p","w","o","l","o","v","p"
"6189","p","k","y","b","f","c","f","c","n","b","t","r","k","k","w","c","u","w","t","e","w","v","w"
"6190","p","x","s","e","f","s","n","c","n","e","t","e","s","s","w","e","u","w","o","s","u","v","w"
"6191","p","b","y","w","t","n","d","c","n","b","t","z","s","k","b","p","p","w","o","p","n","v","d"
